index,image,op,backend,cuda_variant,threads_used,time_ms,correct,width,height,area
62,input62.ppm,sharpen,cpu,,1,16054.477600,1,15072,21952,330860544
62,input62.ppm,sharpen,mt,,20,1656.003400,1,15072,21952,330860544
62,input62.ppm,sharpen,npp,,1,1124.292100,0,15072,21952,330860544
62,input62.ppm,gaussian,cuda,,1,1170.117700,1,15072,21952,330860544
62,input62.ppm,gaussian,cpu,,1,14295.386800,1,15072,21952,330860544
62,input62.ppm,gaussian,mt,,20,1482.387300,1,15072,21952,330860544
62,input62.ppm,gaussian,npp,,1,1105.367400,0,15072,21952,330860544
63,input63.ppm,sobel,cuda,0,0,1149.130500,1,19000,17527,333013000
63,input63.ppm,sobel,cuda,1,0,1156.620200,1,19000,17527,333013000
63,input63.ppm,sobel,cuda,2,0,1160.891000,1,19000,17527,333013000
63,input63.ppm,sobel,cuda,3,0,1132.534600,1,19000,17527,333013000
63,input63.ppm,sobel,cpu,,1,8402.550100,1,19000,17527,333013000
63,input63.ppm,sobel,mt,,20,862.477600,1,19000,17527,333013000
63,input63.ppm,sobel,npp,,1,1299.546600,0,19000,17527,333013000
63,input63.ppm,sharpen,cuda,,1,1160.067500,1,19000,17527,333013000
63,input63.ppm,sharpen,cpu,,1,16122.301200,1,19000,17527,333013000
63,input63.ppm,sharpen,mt,,20,1676.475100,1,19000,17527,333013000
63,input63.ppm,sharpen,npp,,1,1097.036100,0,19000,17527,333013000
63,input63.ppm,gaussian,cuda,,1,1211.981400,1,19000,17527,333013000
63,input63.ppm,gaussian,cpu,,1,14422.867800,1,19000,17527,333013000
63,input63.ppm,gaussian,mt,,20,1468.853100,1,19000,17527,333013000
63,input63.ppm,gaussian,npp,,1,1135.480200,0,19000,17527,333013000
64,input64.ppm,sobel,cuda,0,0,1250.625000,1,25658,13063,335170454
64,input64.ppm,sobel,cuda,1,0,1137.427300,1,25658,13063,335170454
64,input64.ppm,sobel,cuda,2,0,1145.487000,1,25658,13063,335170454
64,input64.ppm,sobel,cuda,3,0,1167.320000,1,25658,13063,335170454
64,input64.ppm,sobel,cpu,,1,8421.604900,1,25658,13063,335170454
64,input64.ppm,sobel,mt,,20,853.182700,1,25658,13063,335170454
64,input64.ppm,sobel,npp,,1,1323.454000,0,25658,13063,335170454
64,input64.ppm,sharpen,cuda,,1,1153.410500,1,25658,13063,335170454
64,input64.ppm,sharpen,cpu,,1,16146.335400,1,25658,13063,335170454
64,input64.ppm,sharpen,mt,,20,1692.948500,1,25658,13063,335170454
64,input64.ppm,sharpen,npp,,1,1138.825400,0,25658,13063,335170454
64,input64.ppm,gaussian,cuda,,1,1189.888400,1,25658,13063,335170454
64,input64.ppm,gaussian,cpu,,1,14477.083900,1,25658,13063,335170454
64,input64.ppm,gaussian,mt,,20,1624.582100,1,25658,13063,335170454
64,input64.ppm,gaussian,npp,,1,1101.930000,0,25658,13063,335170454
65,input65.ppm,sobel,cuda,0,0,1185.090900,1,19199,17570,337326430
65,input65.ppm,sobel,cuda,1,0,1131.288500,1,19199,17570,337326430
65,input65.ppm,sobel,cuda,2,0,1178.888000,1,19199,17570,337326430
65,input65.ppm,sobel,cuda,3,0,1174.411400,1,19199,17570,337326430
65,input65.ppm,sobel,cpu,,1,8467.483100,1,19199,17570,337326430
65,input65.ppm,sobel,mt,,20,863.166000,1,19199,17570,337326430
65,input65.ppm,sobel,npp,,1,1328.887700,0,19199,17570,337326430
65,input65.ppm,sharpen,cuda,,1,1147.329800,1,19199,17570,337326430
65,input65.ppm,sharpen,cpu,,1,16324.013500,1,19199,17570,337326430
65,input65.ppm,sharpen,mt,,20,1772.394200,1,19199,17570,337326430
65,input65.ppm,sharpen,npp,,1,1149.445100,0,19199,17570,337326430
65,input65.ppm,gaussian,cuda,,1,1263.095900,1,19199,17570,337326430
65,input65.ppm,gaussian,cpu,,1,14397.861800,1,19199,17570,337326430
65,input65.ppm,gaussian,mt,,20,1503.942200,1,19199,17570,337326430
65,input65.ppm,gaussian,npp,,1,1136.443700,0,19199,17570,337326430
66,input66.ppm,sobel,cuda,0,0,1212.211400,1,15733,21577,339470941
66,input66.ppm,sobel,cuda,1,0,1145.355300,1,15733,21577,339470941
66,input66.ppm,sobel,cuda,2,0,1224.463600,1,15733,21577,339470941
66,input66.ppm,sobel,cuda,3,0,1143.457400,1,15733,21577,339470941
66,input66.ppm,sobel,cpu,,1,8500.081200,1,15733,21577,339470941
66,input66.ppm,sobel,mt,,20,898.877400,1,15733,21577,339470941
66,input66.ppm,sobel,npp,,1,1314.357400,0,15733,21577,339470941
66,input66.ppm,sharpen,cuda,,1,1129.941800,1,15733,21577,339470941
66,input66.ppm,sharpen,cpu,,1,16362.708900,1,15733,21577,339470941
66,input66.ppm,sharpen,mt,,20,1714.768400,1,15733,21577,339470941
66,input66.ppm,sharpen,npp,,1,1179.972600,0,15733,21577,339470941
66,input66.ppm,gaussian,cuda,,1,1244.599300,1,15733,21577,339470941
66,input66.ppm,gaussian,cpu,,1,14494.951600,1,15733,21577,339470941
66,input66.ppm,gaussian,mt,,20,1584.402600,1,15733,21577,339470941
66,input66.ppm,gaussian,npp,,1,1136.604500,0,15733,21577,339470941
67,input67.ppm,sobel,cuda,0,0,1207.940300,1,13456,25387,341607472
67,input67.ppm,sobel,cuda,1,0,1187.186000,1,13456,25387,341607472
67,input67.ppm,sobel,cuda,2,0,1189.083100,1,13456,25387,341607472
67,input67.ppm,sobel,cuda,3,0,1184.005100,1,13456,25387,341607472
67,input67.ppm,sobel,cpu,,1,8549.216100,1,13456,25387,341607472
67,input67.ppm,sobel,mt,,20,900.377000,1,13456,25387,341607472
67,input67.ppm,sobel,npp,,1,1306.618500,0,13456,25387,341607472
67,input67.ppm,sharpen,cuda,,1,1141.469200,1,13456,25387,341607472
67,input67.ppm,sharpen,cpu,,1,16433.403700,1,13456,25387,341607472
67,input67.ppm,sharpen,mt,,20,1706.412000,1,13456,25387,341607472
67,input67.ppm,sharpen,npp,,1,1162.797600,0,13456,25387,341607472
67,input67.ppm,gaussian,cuda,,1,1245.127500,1,13456,25387,341607472
67,input67.ppm,gaussian,cpu,,1,14535.376100,1,13456,25387,341607472
67,input67.ppm,gaussian,mt,,20,1520.281100,1,13456,25387,341607472
67,input67.ppm,gaussian,npp,,1,1171.382300,0,13456,25387,341607472
68,input68.ppm,sobel,cuda,0,0,122.082500,1,7336,4686,34376496
68,input68.ppm,sobel,cuda,1,0,119.218400,1,7336,4686,34376496
68,input68.ppm,sobel,cuda,2,0,116.548400,1,7336,4686,34376496
68,input68.ppm,sobel,cuda,3,0,120.343200,1,7336,4686,34376496
68,input68.ppm,sobel,cpu,,1,876.072800,1,7336,4686,34376496
68,input68.ppm,sobel,mt,,20,92.830700,1,7336,4686,34376496
68,input68.ppm,sobel,npp,,1,135.579800,0,7336,4686,34376496
68,input68.ppm,sharpen,cuda,,1,118.535800,1,7336,4686,34376496
68,input68.ppm,sharpen,cpu,,1,1647.481700,1,7336,4686,34376496
68,input68.ppm,sharpen,mt,,20,183.956000,1,7336,4686,34376496
68,input68.ppm,sharpen,npp,,1,114.371200,0,7336,4686,34376496
68,input68.ppm,gaussian,cuda,,1,124.830900,1,7336,4686,34376496
68,input68.ppm,gaussian,cpu,,1,1480.132300,1,7336,4686,34376496
68,input68.ppm,gaussian,mt,,20,174.391400,1,7336,4686,34376496
68,input68.ppm,gaussian,npp,,1,116.709700,0,7336,4686,34376496
69,input69.ppm,sobel,cuda,0,0,1179.509100,1,15104,22759,343751936
69,input69.ppm,sobel,cuda,1,0,1249.615800,1,15104,22759,343751936
69,input69.ppm,sobel,cuda,2,0,1258.267700,1,15104,22759,343751936
69,input69.ppm,sobel,cuda,3,0,1210.774200,1,15104,22759,343751936
69,input69.ppm,sobel,cpu,,1,8552.677700,1,15104,22759,343751936
69,input69.ppm,sobel,mt,,20,894.906100,1,15104,22759,343751936
69,input69.ppm,sobel,npp,,1,1342.921200,0,15104,22759,343751936
69,input69.ppm,sharpen,cuda,,1,1133.744200,1,15104,22759,343751936
69,input69.ppm,sharpen,cpu,,1,16482.308400,1,15104,22759,343751936
69,input69.ppm,sharpen,mt,,20,1734.595800,1,15104,22759,343751936
69,input69.ppm,sharpen,npp,,1,1150.305300,0,15104,22759,343751936
69,input69.ppm,gaussian,cuda,,1,1258.542000,1,15104,22759,343751936
69,input69.ppm,gaussian,cpu,,1,14664.725600,1,15104,22759,343751936
69,input69.ppm,gaussian,mt,,20,1514.257100,1,15104,22759,343751936
69,input69.ppm,gaussian,npp,,1,1195.384800,0,15104,22759,343751936
70,input70.ppm,sobel,cuda,0,0,1206.146000,1,26265,13170,345910050
70,input70.ppm,sobel,cuda,1,0,1252.910800,1,26265,13170,345910050
70,input70.ppm,sobel,cuda,2,0,1189.923000,1,26265,13170,345910050
70,input70.ppm,sobel,cuda,3,0,1175.817800,1,26265,13170,345910050
70,input70.ppm,sobel,cpu,,1,8684.448300,1,26265,13170,345910050
70,input70.ppm,sobel,mt,,20,1078.201100,1,26265,13170,345910050
70,input70.ppm,sobel,npp,,1,1347.872400,0,26265,13170,345910050
70,input70.ppm,sharpen,cuda,,1,1252.981200,1,26265,13170,345910050
70,input70.ppm,sharpen,cpu,,1,16654.282900,1,26265,13170,345910050
70,input70.ppm,sharpen,mt,,20,1724.573100,1,26265,13170,345910050
70,input70.ppm,sharpen,npp,,1,1169.746300,0,26265,13170,345910050
70,input70.ppm,gaussian,cuda,,1,1285.339000,1,26265,13170,345910050
70,input70.ppm,gaussian,cpu,,1,14832.736600,1,26265,13170,345910050
70,input70.ppm,gaussian,mt,,20,1523.782600,1,26265,13170,345910050
70,input70.ppm,gaussian,npp,,1,1162.340900,0,26265,13170,345910050
71,input71.ppm,sobel,cuda,0,0,1233.294300,1,15875,21925,348059375
71,input71.ppm,sobel,cuda,1,0,1179.804200,1,15875,21925,348059375
71,input71.ppm,sobel,cuda,2,0,1250.522100,1,15875,21925,348059375
71,input71.ppm,sobel,cuda,3,0,1208.493700,1,15875,21925,348059375
71,input71.ppm,sobel,cpu,,1,8709.095400,1,15875,21925,348059375
71,input71.ppm,sobel,mt,,20,1073.858600,1,15875,21925,348059375
71,input71.ppm,sobel,npp,,1,1372.641800,0,15875,21925,348059375
71,input71.ppm,sharpen,cuda,,1,1189.246700,1,15875,21925,348059375
71,input71.ppm,sharpen,cpu,,1,16713.924300,1,15875,21925,348059375
71,input71.ppm,sharpen,mt,,20,1734.979000,1,15875,21925,348059375
71,input71.ppm,sharpen,npp,,1,1184.104900,0,15875,21925,348059375
71,input71.ppm,gaussian,cuda,,1,1248.259100,1,15875,21925,348059375
